1581550398.000000, 1581550398.000000, 1581550398.000000
32.000000, 32.000000, 32.000000
-49,34,40
-47,33,51
-60,35,77
-85,43,78
-90,52,62
-63,60,36
-115,36,-63
-76,42,-65
11,21,-40
18,11,-29
5,-1,-7
3,8,18
7,11,23
-27,28,44
-52,30,47
-47,35,68
-58,38,68
-113,39,88
-68,33,80
-39,35,36
-39,33,26
-53,35,23
-55,35,25
-53,34,29
-49,35,30
-48,36,24
-50,34,18
-55,32,18
-54,33,24
-52,32,30
-50,32,29
-50,33,26
-49,34,26
-50,35,27
-52,34,26
-51,34,26
-47,33,25
-47,32,24
-49,30,25
-52,31,27
-53,32,29
-53,32,28
-51,32,28
-50,34,30
-48,33,27
-49,30,24
-51,30,22
-51,31,24
-51,29,28
-51,28,29
-51,29,29
-52,30,29
-53,30,28
-53,30,27
-53,30,26
-53,30,26
-52,31,26
-51,31,25
-51,31,25
-52,30,26
-51,30,26
-51,30,26
-51,30,26
-52,30,26
-51,30,27
-52,29,27
-52,30,27
-50,28,32
-52,29,28
-54,31,23
-54,31,24
-52,29,29
-52,29,28
-52,29,27
-51,29,27
-51,29,27
-51,29,26
-51,29,26
-52,29,26
-52,29,27
-52,29,27
-52,29,27
-52,29,27
-53,29,27
-52,29,27
-51,29,27
-52,29,27
-52,29,27
-52,29,28
-52,29,28
-51,29,27
-52,29,27
-52,29,27
-52,29,27
-52,29,28
-52,28,29
-53,27,30
-72,24,47
-85,28,58
-92,21,43
-87,21,24
-39,14,-1
-17,3,-28
-76,18,-106
-65,14,-108
-37,23,-22
-41,26,-23
-44,11,-20
-27,-2,-24
-21,-15,-30
-13,-16,-29
28,-29,-41
34,-37,-41
9,-32,-32
-1,-30,-40
-26,-30,-39
-75,-21,-27
-87,-19,-35
-66,-15,-43
-39,-9,-37
-18,10,0
-31,20,7
-42,30,10
-34,31,20
-21,29,33
-35,30,39
-128,58,98
-77,23,115
-96,36,47
-68,38,32
-35,37,22
-33,37,21
-40,32,30
-43,30,34
-49,29,30
-57,30,22
-57,31,22
-53,31,29
-50,32,32
-45,31,35
-45,31,34
-49,30,30
-50,30,29
-52,31,27
-52,32,29
-50,32,47
-54,32,62
-65,37,75
-68,56,51
-27,30,-74
-32,-26,-120
-87,24,-128
-76,38,-83
43,7,-23
41,-12,-13
17,-10,-4
-6,-11,-11
-13,-11,-21
-23,-5,-30
-30,1,-29
-19,37,6
-8,67,41
-69,43,-5
-89,39,-10
-128,11,-14
-122,-3,10
-76,23,4
-60,32,-3
-55,38,-11
-58,39,-11
-60,40,-1
-59,40,3
-56,35,9
-57,31,9
-54,27,9
-53,30,11
-55,31,10
-57,31,8
-60,31,7
-59,29,9
