1581904239.000000, 1581904239.000000, 1581904239.000000
32.000000, 32.000000, 32.000000
0,-15,66
-13,-26,67
-15,-27,63
-7,-18,68
7,-12,59
4,-15,56
-8,-17,55
-31,-20,62
-31,-19,68
-12,-30,50
-24,-31,45
-19,-22,49
-16,-9,62
-12,-13,65
-13,-17,62
-22,-14,57
-34,-31,27
-45,-32,33
-35,-25,35
-21,-40,22
-37,-20,50
-30,-2,106
-12,45,66
-42,-23,55
-12,-63,14
-52,-35,17
-55,-23,-1
-33,-17,-7
-14,-96,48
-35,-24,17
-56,-27,-22
-39,-52,-8
-59,-23,-23
-19,-25,-18
-30,-43,-61
-41,-37,-66
-26,-33,-52
-26,-33,-50
-24,-44,-55
-42,-42,-60
-12,-47,-45
-2,-40,-31
-23,-34,-44
-21,-39,-51
-14,-57,-39
-16,-41,-42
-15,-45,-47
-23,-64,-40
-31,-61,-43
-15,-55,-40
-10,-44,-35
-5,-43,-35
-7,-36,-37
-33,3,19
-27,-32,-58
-28,-65,-61
-26,-44,-53
-22,-28,-39
-18,-43,-36
-35,-21,-45
-22,-17,-58
-28,-8,-42
-12,3,-43
-14,-20,-55
-6,-21,-62
5,-15,-56
3,0,-59
1,0,-63
16,7,-54
17,-8,-57
23,-11,-76
21,-2,-75
19,-1,-73
33,-7,-52
53,2,-47
38,-3,-45
34,6,-42
39,-11,-53
47,3,-55
37,-3,-52
51,-1,-43
44,1,-46
47,0,-43
48,1,-42
45,0,-45
43,2,-39
45,3,-40
31,3,-34
31,-6,-39
41,-2,-46
43,-2,-50
48,-4,-56
44,1,-51
34,-5,-52
30,-3,-50
32,-1,-53
20,-3,-54
6,0,-54
7,-4,-61
41,0,-82
72,3,-84
27,16,-57
32,-13,-51
22,-16,-54
40,-8,-78
40,23,-74
55,-18,-2
18,-4,-49
30,-19,-55
31,-4,-51
17,-14,-56
20,-25,-63
27,-15,-54
29,-3,-44
28,-18,-47
26,-27,-53
32,-21,-50
37,-12,-52
38,-20,-50
25,-16,-49
20,-26,-51
10,-38,-64
23,-26,-67
44,-1,-47
44,25,-16
10,-37,-58
10,-50,-56
14,-19,-55
-2,-10,-51
25,-51,-50
38,-49,-50
11,-6,-54
8,-35,-47
25,-42,-49
16,-36,-42
13,-23,-33
33,-21,-47
13,-15,-79
44,-32,-46
26,-30,-9
31,-28,-62
11,-23,-56
14,-34,-76
15,-28,-90
40,-28,-79
46,-27,-52
26,-18,-31
19,-9,-58
19,-15,-61
23,-7,-31
20,-19,-61
25,-25,-51
21,-13,-60
23,-15,-64
23,-13,-56
21,-5,-59
32,-24,-32
21,-1,-57
23,-4,-63
35,-7,-57
33,-12,-56
12,-4,-66
27,-2,-56
26,-4,-60
14,6,-62
12,-1,-65
18,0,-53
24,-3,-58
19,-1,-60
17,-4,-64
1,1,-72
9,-4,-64
9,2,-62
5,3,-61
16,0,-56
14,-8,-59
8,-11,-66
6,-4,-69
19,-8,-48
9,-6,-60
7,-6,-62
