1581713579.000000, IBI
64.596707,0.718783
65.299864,0.703157
66.003021,0.703157
66.737430,0.734409
67.487464,0.750034
68.315627,0.828163
69.096913,0.781286
69.846947,0.750034
70.675110,0.828163
71.503273,0.828163
72.393939,0.890666
98.801398,0.859414
99.645186,0.843789
100.395221,0.750034
152.881998,0.609403
209.603344,0.765660
210.337753,0.734409
211.119039,0.781286
211.900325,0.781286
212.572230,0.671906
213.337890,0.765660
214.041048,0.703157
214.978590,0.937543
215.994262,1.015671
216.775548,0.781286
217.619336,0.843789
218.541254,0.921917
219.635054,1.093800
220.431965,0.796911
221.260128,0.828163
222.119542,0.859414
223.213342,1.093800
224.229014,1.015671
225.135305,0.906291
225.932217,0.796911
226.744754,0.812537
227.510414,0.765660
228.385454,0.875040
229.260494,0.875040
242.511101,0.687531
243.276761,0.765660
244.026795,0.750034
248.823890,0.984420
249.823936,1.000046
250.777104,0.953169
292.560267,1.000046
293.654067,1.093800
294.685364,1.031297
295.607281,0.921917
296.685456,1.078174
639.123006,0.859414
639.998046,0.875040
640.919963,0.921917
641.873132,0.953169
642.748172,0.875040
643.607586,0.859414
644.435749,0.828163
645.123281,0.687531
645.904566,0.781286
646.779606,0.875040
647.498389,0.718783
648.357804,0.859414
649.264095,0.906291
650.248515,0.984420
676.655974,0.937543
677.390383,0.734409
678.281048,0.890666
687.984617,0.765660
688.672149,0.687531
689.531563,0.859414
726.892648,0.890666
727.642683,0.750034
728.486471,0.843789
729.236506,0.750034
730.002166,0.765660
730.736574,0.734409
731.533486,0.796911
732.455403,0.921917
733.252315,0.796911
733.986723,0.734409
734.814886,0.828163
735.830558,1.015671
736.877481,1.046923
737.783772,0.906291
738.643186,0.859414
739.377595,0.734409
740.283886,0.906291
741.065172,0.781286
741.737078,0.671906
742.518364,0.781286
743.252772,0.734409
804.114933,1.031297
1223.259120,0.718783
1223.852897,0.593777
1307.028579,0.937543
1319.732286,0.640654
1320.513572,0.781286
1321.326109,0.812537
1322.076143,0.750034
1322.888680,0.812537
1323.591837,0.703157
1324.451252,0.859414
1329.982755,0.859414
1330.842169,0.859414
1331.810964,0.968794
1332.623501,0.812537
1333.436038,0.812537
1334.326704,0.890666
1335.154867,0.828163
1335.858024,0.703157
1336.483052,0.625029
1403.376740,0.750034
1404.111149,0.734409
1404.892434,0.781286
1408.314466,0.593777
1409.142629,0.828163
1421.174430,0.578151
1421.799458,0.625029
1522.616573,0.562526
1605.182853,0.875040
1606.073518,0.890666
1623.293056,0.812537
1624.230599,0.937543
1644.684661,0.828163
1649.309872,0.593777
1649.888024,0.578151
1650.606807,0.718783
1651.450595,0.843789
1676.217354,0.906291
1778.284526,0.734409
1779.112689,0.828163
1780.050232,0.937543
1780.800266,0.750034
1781.597178,0.796911
1782.581598,0.984420
1783.472264,0.890666
1869.273066,0.765660
1885.523810,0.906291
