1502784968.000000, 1502784968.000000, 1502784968.000000
32.000000, 32.000000, 32.000000
-31,-57,7
-31,-58,7
-31,-58,8
-31,-58,8
-30,-58,9
-29,-56,9
-29,-55,8
-29,-56,7
-30,-57,7
-31,-58,7
-30,-58,8
-30,-58,9
-30,-57,8
-30,-57,8
-30,-56,8
-30,-57,8
-30,-56,8
-30,-57,8
-30,-57,8
-31,-57,8
-31,-57,8
-31,-57,8
-31,-58,8
-31,-57,9
-30,-56,9
-30,-56,8
-30,-56,8
-30,-57,8
-30,-57,8
-30,-56,8
-30,-57,8
-30,-57,8
-30,-57,8
-30,-56,8
-31,-57,8
-30,-57,8
-31,-56,8
-31,-56,8
-30,-57,9
-31,-57,9
-31,-57,9
-30,-56,9
-31,-57,9
-30,-57,8
-30,-56,9
-31,-57,9
-30,-57,8
-30,-56,8
-30,-57,8
-30,-57,8
-30,-56,8
-30,-56,8
-30,-57,8
-30,-57,8
-30,-57,8
-30,-57,8
-30,-57,9
-30,-57,9
-30,-57,9
-31,-57,9
-30,-57,8
-30,-57,8
-30,-57,8
-30,-57,8
-30,-57,8
-30,-57,8
-30,-57,8
-30,-57,8
-30,-57,8
-30,-57,8
-30,-57,8
-30,-57,8
-30,-57,8
-30,-57,8
-30,-57,8
-30,-57,8
-31,-57,8
-31,-58,8
-32,-58,8
-36,-58,7
-35,-58,7
-37,-56,7
-39,-56,7
-44,-55,5
-46,-54,6
-48,-55,7
-50,-52,5
-54,-49,5
-54,-45,4
-53,-39,-3
-51,-37,1
-50,-36,7
-43,-33,17
-42,-33,20
-52,-33,7
-47,-33,8
-39,-34,16
-34,-36,27
-32,-36,30
-34,-38,25
-31,-39,27
-34,-43,26
-33,-48,19
-41,-53,19
-40,-59,45
-39,-55,30
-35,-54,31
-31,-45,29
-28,-42,30
-32,-39,33
-39,-39,35
-42,-39,35
-44,-41,32
-41,-41,32
-36,-44,32
-29,-46,34
-29,-48,34
-28,-50,33
-28,-49,32
-32,-48,34
-33,-48,34
-30,-47,33
-30,-49,34
-31,-50,34
-29,-49,34
-29,-49,33
-31,-50,35
-27,-51,37
-31,-54,38
-32,-54,36
-22,-50,29
-21,-49,30
-26,-46,32
-29,-47,34
-27,-48,34
-24,-52,34
-25,-49,31
-23,-53,36
-25,-49,32
-25,-50,32
-23,-49,30
-25,-50,31
-20,-52,33
-22,-53,30
-23,-51,28
-21,-52,30
-21,-53,32
-23,-53,29
-23,-54,33
-22,-54,33
-23,-52,32
-23,-54,34
-24,-56,35
-22,-55,35
-21,-55,36
-22,-52,33
-23,-49,32
-23,-48,33
-25,-48,27
-22,-48,30
-23,-49,29
-21,-47,34
-15,-47,38
-19,-49,30
-17,-49,31
-21,-50,38
-24,-49,36
-22,-49,36
-22,-48,34
-23,-48,37
-20,-49,40
-21,-47,36
-20,-47,36
-23,-47,35
-24,-46,36
-16,-46,41
-20,-45,40
-21,-47,39
-22,-48,38
-23,-48,37
-21,-48,36
-22,-48,37
-22,-46,37
-25,-47,39
-23,-47,38
-23,-46,38
-22,-48,36
-22,-49,37
-20,-49,35
-19,-50,34
-19,-51,36
-24,-49,36
-22,-49,40
-22,-50,37
-20,-49,38
-20,-49,36
-20,-49,35
-20,-48,35
-20,-48,36
-22,-48,37
-22,-49,37
-21,-49,36
-23,-50,35
-22,-49,33
-22,-51,33
-27,-51,34
-29,-46,36
-28,-46,37
-27,-47,36
-27,-50,32
-25,-50,32
-25,-50,32
-24,-50,33
-25,-50,33
-23,-50,32
-24,-51,32
-26,-50,32
-23,-51,32
-24,-50,32
-25,-50,32
-25,-50,32
-27,-50,31
-26,-51,31
-26,-50,31
-25,-50,31
-28,-50,31
-27,-50,32
-26,-50,31
-26,-50,31
-27,-49,30
-27,-50,30
-26,-51,33
-28,-49,32
-27,-49,32
-29,-48,31
-31,-48,31
