1581572560.000000, 1581572560.000000, 1581572560.000000
32.000000, 32.000000, 32.000000
-24,38,46
-25,38,46
-26,39,46
-26,39,46
-26,39,46
-26,39,46
-26,39,45
-26,39,45
-25,39,45
-26,40,44
-26,39,45
-26,38,45
-26,38,46
-27,38,46
-27,39,45
-26,39,45
-26,39,45
-26,39,45
-25,39,45
-27,39,45
-27,40,45
-27,39,45
-27,40,44
-27,39,44
-27,39,45
-27,39,45
-27,39,45
-27,39,44
-27,39,45
-28,40,44
-28,39,44
-27,39,44
-27,38,44
-27,39,44
-27,39,44
-28,39,44
-28,40,44
-28,39,44
-28,40,43
-28,40,43
-29,41,43
-28,40,43
-29,41,43
-28,41,44
-28,40,44
-28,40,44
-28,40,43
-27,39,43
-27,39,43
-27,39,43
-27,38,43
-26,38,42
-28,39,41
-33,42,37
-36,47,38
-35,47,37
-34,46,37
-31,43,38
-31,42,38
-31,42,38
-30,42,38
-31,42,38
-31,42,38
-31,43,37
-31,42,38
-31,42,38
-31,42,36
-31,43,35
-32,43,33
-33,44,32
-35,46,31
-36,47,30
-37,47,29
-38,47,28
-38,46,27
-38,47,27
-38,47,26
-38,46,26
-38,47,24
-39,47,24
-39,48,23
-39,48,22
-40,48,22
-40,49,22
-39,48,22
-39,48,23
-39,47,23
-38,47,22
-38,47,22
-38,47,22
-39,48,21
-40,48,21
-40,49,21
-40,49,20
-41,48,20
-41,47,20
-41,47,20
-40,47,20
-40,47,19
-41,47,19
-42,48,19
-42,47,19
-43,47,19
-42,46,19
-41,46,19
-41,46,19
-41,47,19
-42,47,19
-42,47,19
-42,47,18
-42,46,18
-43,46,19
-43,47,18
-43,47,19
-43,47,18
-43,47,18
-43,46,18
-43,46,18
-42,46,18
-43,46,18
-43,47,18
-43,47,18
-43,46,18
-43,46,18
-43,46,17
-43,47,17
-43,47,17
-44,46,17
-44,46,17
-43,46,17
-44,46,17
-44,46,17
-44,46,17
-43,45,17
-43,45,17
-44,45,17
-44,46,17
-44,46,17
-44,46,17
-46,46,18
-45,45,18
-44,45,17
-44,45,17
-44,45,18
-44,44,18
-44,45,17
-44,45,17
-44,45,17
-44,45,17
-44,45,18
-45,45,17
-45,45,18
-45,45,17
-45,45,17
-45,44,17
-45,44,17
-45,44,18
-45,44,18
-45,44,18
-45,44,17
-45,44,17
-45,44,17
-45,44,17
-45,44,17
-45,44,17
-45,44,17
-46,44,17
-46,44,18
-46,44,17
-46,44,17
-45,44,17
-45,44,17
-45,44,17
-45,44,17
-46,44,17
-46,44,17
-46,44,17
-45,44,17
-45,44,17
-46,44,17
-46,44,17
-46,44,17
-46,44,17
-46,44,17
-46,44,17
-46,44,17
-45,44,17
-46,44,17
-45,44,17
-45,44,17
-45,44,18
-45,44,17
-46,44,17
-45,44,18
-45,44,18
-45,44,18
-45,45,18
-45,45,18
-45,44,19
-45,43,19
-46,43,19
-46,43,19
-46,42,19
-45,42,20
-45,42,20
-46,43,20
-46,43,19
-46,43,19
-46,42,19
-46,43,19
-46,43,18
