Time;HR;BR;Posture;Activity
09:30:09.430;65;8.1;8;0.10
09:30:10.430;65;8.1;8;0.05
09:30:11.430;65;7.3;8;0.03
09:30:12.430;60;7.3;7;0.04
09:30:13.430;68;7.6;6;0.10
09:30:14.430;83;7.6;3;0.13
09:30:15.430;100;7.8;2;0.16
09:30:16.430;110;7.8;3;0.12
09:30:17.430;114;8.1;4;0.09
09:30:18.430;113;8.1;6;0.12
09:30:19.430;111;7.3;4;0.10
09:30:20.430;113;7.3;3;0.12
09:30:21.430;117;6.9;5;0.06
09:30:22.430;121;6.9;7;0.05
09:30:23.430;125;6.8;7;0.05
09:30:24.430;129;6.8;7;0.04
09:30:25.430;131;6.7;8;0.06
09:30:26.430;133;6.7;7;0.08
09:30:27.430;135;7.2;10;0.08
09:30:28.430;137;7.2;12;0.21
09:30:29.430;138;8.3;12;0.19
09:30:30.430;139;8.3;13;0.16
09:30:31.430;139;9.6;14;0.10
09:30:32.430;139;9.6;15;0.12
09:30:33.430;141;10.7;14;0.11
09:30:34.430;141;10.7;11;0.10
09:30:35.430;141;11.7;10;0.10
09:30:36.430;134;11.7;11;0.10
09:30:37.430;129;13.3;11;0.07
09:30:38.430;123;13.3;11;0.09
09:30:39.430;117;14.6;11;0.05
09:30:40.430;112;14.6;14;0.10
09:30:41.430;113;15.9;13;0.12
09:30:42.430;116;15.9;12;0.09
09:30:43.430;121;17.0;12;0.06
09:30:44.430;125;17.0;12;0.04
09:30:45.430;127;18.0;12;0.02
09:30:46.430;129;18.0;12;0.04
09:30:47.430;130;18.3;12;0.03
09:30:48.430;132;18.3;13;0.04
09:30:49.430;133;18.2;15;0.06
09:30:50.430;132;18.2;13;0.09
09:30:51.430;131;17.9;13;0.03
09:30:52.430;130;17.9;15;0.11
09:30:53.430;124;17.9;21;0.18
09:30:54.430;124;17.9;25;0.17
09:30:55.430;124;17.9;23;0.08
09:30:56.430;125;17.9;22;0.09
09:30:57.430;124;17.6;19;0.09
09:30:58.430;124;17.6;17;0.11
09:30:59.430;123;18.0;16;0.07
09:31:00.430;125;18.0;15;0.05
09:31:01.430;128;18.3;15;0.02
09:31:02.430;131;18.3;15;0.02
09:31:03.430;133;18.5;16;0.06
09:31:04.430;132;18.5;18;0.06
09:31:05.430;127;18.8;19;0.04
09:31:06.430;122;18.8;18;0.03
09:31:07.430;117;19.3;16;0.04
09:31:08.430;110;19.3;16;0.05
09:31:09.430;112;20.1;15;0.03
09:31:10.430;118;20.1;15;0.04
09:31:11.430;123;21.1;18;0.14
09:31:12.430;128;21.1;22;0.14
09:31:13.430;130;21.6;32;0.26
09:31:14.430;128;21.6;41;0.24
09:31:15.430;125;22.5;42;0.07
09:31:16.430;122;22.5;43;0.03
09:31:17.430;118;22.9;43;0.04
09:31:18.430;105;22.9;34;0.28
09:31:19.430;96;23.0;27;0.26
09:31:20.430;94;23.0;24;0.22
09:31:21.430;95;23.1;19;0.20
09:31:22.430;98;23.1;17;0.19
09:31:23.430;103;23.2;18;0.27
09:31:24.430;106;23.2;18;0.22
09:31:25.430;109;23.3;18;0.26
09:31:26.430;112;23.3;17;0.27
09:31:27.430;115;23.6;16;0.31
09:31:28.430;119;23.6;15;0.29
09:31:29.430;122;24.0;15;0.31
09:31:30.430;124;24.0;15;0.30
09:31:31.430;125;24.4;15;0.30
09:31:32.430;123;24.4;15;0.29
09:31:33.430;121;24.8;16;0.29
09:31:34.430;120;24.8;18;0.29
09:31:35.430;121;25.2;18;0.25
09:31:36.430;122;25.2;18;0.29
09:31:37.430;123;25.5;17;0.28
09:31:38.430;123;25.5;17;0.25
09:31:39.430;123;25.8;17;0.26
09:31:40.430;122;25.8;17;0.25
09:31:41.430;122;26.0;17;0.24
09:31:42.430;122;26.0;18;0.23
09:31:43.430;121;26.3;15;0.20
09:31:44.430;121;26.3;16;0.17
09:31:45.430;121;26.8;17;0.14
09:31:46.430;120;26.8;14;0.07
09:31:47.430;121;27.4;13;0.05
09:31:48.430;125;27.4;12;0.03
09:31:49.430;129;27.8;12;0.02
09:31:50.430;132;27.8;12;0.02
09:31:51.430;132;28.3;13;0.02
09:31:52.430;130;28.3;13;0.01
09:31:53.430;127;28.8;13;0.01
09:31:54.430;123;28.8;13;0.01
09:31:55.430;122;26.2;12;0.02
09:31:56.430;123;26.2;12;0.02
09:31:57.430;123;23.9;13;0.03
09:31:58.430;125;23.9;14;0.01
09:31:59.430;128;22.4;13;0.01
09:32:00.430;130;22.4;13;0.02
09:32:01.430;131;21.1;12;0.03
09:32:02.430;128;21.1;12;0.02
09:32:03.430;122;19.9;12;0.02
09:32:04.430;118;19.9;12;0.02
09:32:05.430;120;19.4;12;0.01
09:32:06.430;124;19.4;12;0.03
09:32:07.430;126;19.0;12;0.02
09:32:08.430;126;19.0;12;0.02
09:32:09.430;120;19.2;12;0.02
09:32:10.430;116;19.2;15;0.08
09:32:11.430;118;19.6;15;0.07
09:32:12.430;119;19.6;13;0.12
09:32:13.430;121;20.1;13;0.07
09:32:14.430;117;20.1;13;0.04
09:32:15.430;110;20.2;13;0.04
09:32:16.430;105;20.2;13;0.05
09:32:17.430;99;20.2;14;0.03
09:32:18.430;97;20.2;16;0.05
09:32:19.430;101;20.3;17;0.02
09:32:20.430;106;20.3;17;0.03
09:32:21.430;113;20.4;16;0.03
09:32:22.430;113;20.4;15;0.02
09:32:23.430;109;20.7;15;0.02
09:32:24.430;106;20.7;15;0.02
09:32:25.430;101;20.8;16;0.02
09:32:26.430;96;20.8;16;0.02
09:32:27.430;97;20.8;15;0.02
09:32:28.430;102;20.8;15;0.02
09:32:29.430;108;20.2;15;0.02
09:32:30.430;114;20.2;16;0.02
09:32:31.430;113;19.7;15;0.02
09:32:32.430;113;19.7;15;0.03
09:32:33.430;114;19.5;15;0.02
09:32:34.430;109;19.5;15;0.02
09:32:35.430;107;20.0;15;0.02
09:32:36.430;108;20.0;15;0.02
09:32:37.430;112;20.4;14;0.03
09:32:38.430;118;20.4;14;0.04
09:32:39.430;122;20.1;11;0.08
09:32:40.430;125;20.1;11;0.05
09:32:41.430;121;20.2;12;0.03
09:32:42.430;115;20.2;12;0.03
09:32:43.430;110;20.3;12;0.05
09:32:44.430;104;20.3;12;0.03
09:32:45.430;100;20.1;13;0.04
09:32:46.430;103;20.1;13;0.02
09:32:47.430;108;20.2;13;0.02
09:32:48.430;109;20.2;13;0.02
09:32:49.430;113;20.2;14;0.01
09:32:50.430;117;20.2;14;0.02
09:32:51.430;122;20.0;14;0.02
09:32:52.430;125;20.0;15;0.02
09:32:53.430;126;19.8;15;0.03
09:32:54.430;120;19.8;15;0.03
09:32:55.430;115;19.3;14;0.03
09:32:56.430;112;19.3;15;0.04
09:32:57.430;106;18.9;15;0.02
09:32:58.430;99;18.9;15;0.02
09:32:59.430;94;18.5;15;0.02
09:33:00.430;93;18.5;14;0.04
09:33:01.430;98;18.5;14;0.04
09:33:02.430;104;18.5;14;0.02
09:33:03.430;110;18.1;13;0.04
09:33:04.430;109;18.1;12;0.03
09:33:05.430;109;18.1;12;0.02
09:33:06.430;104;18.1;12;0.02
09:33:07.430;99;18.7;12;0.02
09:33:08.430;95;18.7;12;0.02
09:33:09.430;97;19.2;12;0.04
09:33:10.430;101;19.2;12;0.03
09:33:11.430;105;20.0;12;0.02
09:33:12.430;109;20.0;13;0.02
09:33:13.430;111;20.4;13;0.02
09:33:14.430;114;20.4;13;0.04
09:33:15.430;117;20.8;12;0.02
09:33:16.430;117;20.8;12;0.06
09:33:17.430;116;21.4;12;0.05
09:33:18.430;117;21.4;14;0.06
09:33:19.430;119;21.9;13;0.04
09:33:20.430;121;21.9;13;0.05
09:33:21.430;121;22.4;14;0.04
09:33:22.430;120;22.4;13;0.05
09:33:23.430;119;22.9;11;0.07
09:33:24.430;120;22.9;10;0.06
09:33:25.430;118;23.6;10;0.03
09:33:26.430;117;23.6;10;0.04
09:33:27.430;119;23.3;11;0.04
09:33:28.430;122;23.3;12;0.04
09:33:29.430;124;23.1;12;0.02
09:33:30.430;121;23.1;12;0.02
09:33:31.430;115;22.6;12;0.03
09:33:32.430;110;22.6;12;0.04
09:33:33.430;104;22.4;13;0.04
09:33:34.430;99;22.4;13;0.04
09:33:35.430;99;22.3;13;0.03
09:33:36.430;104;22.3;14;0.08
09:33:37.430;110;22.2;12;0.11
09:33:38.430;116;22.2;12;0.09
09:33:39.430;118;22.1;12;0.03
09:33:40.430;118;22.1;11;0.05
09:33:41.430;114;21.4;12;0.04
09:33:42.430;109;21.4;12;0.03
09:33:43.430;107;21.3;12;0.02
09:33:44.430;108;21.3;14;0.14
09:33:45.430;111;21.0;15;0.27
09:33:46.430;117;21.0;15;0.29
09:33:47.430;117;21.0;15;0.30
09:33:48.430;112;21.0;14;0.31
09:33:49.430;109;21.3;14;0.30
09:33:50.430;104;21.3;17;0.31
09:33:51.430;98;21.6;16;0.30
09:33:52.430;96;21.6;16;0.29
09:33:53.430;100;21.9;15;0.29
09:33:54.430;103;21.9;15;0.27
09:33:55.430;107;22.2;15;0.26
09:33:56.430;110;22.2;16;0.24
09:33:57.430;113;22.4;16;0.24
09:33:58.430;113;22.4;16;0.19
09:33:59.430;113;22.7;15;0.15
09:34:00.430;113;22.7;13;0.09
09:34:01.430;114;22.9;11;0.05
09:34:02.430;115;22.9;11;0.04
09:34:03.430;118;23.1;11;0.02
09:34:04.430;120;23.1;10;0.02
09:34:05.430;122;23.3;10;0.03
09:34:06.430;123;23.3;11;0.12
09:34:07.430;124;23.4;18;0.32
09:34:08.430;120;23.4;22;0.29
09:34:09.430;113;23.4;18;0.19
09:34:10.430;108;23.4;14;0.11
09:34:11.430;102;23.4;10;0.07
09:34:12.430;98;23.4;10;0.03
09:34:13.430;97;21.1;10;0.02
09:34:14.430;97;21.1;10;0.01
09:34:15.430;99;19.3;10;0.02
09:34:16.430;103;19.3;10;0.02
09:34:17.430;107;17.9;10;0.02
09:34:18.430;110;17.9;10;0.01
09:34:19.430;109;17.0;10;0.02
09:34:20.430;108;17.0;10;0.02
09:34:21.430;106;16.5;10;0.01
09:34:22.430;106;16.5;10;0.02
09:34:23.430;108;16.4;10;0.03
09:34:24.430;111;16.4;10;0.02
09:34:25.430;113;16.6;10;0.03
09:34:26.430;113;16.6;10;0.02
09:34:27.430;112;17.0;10;0.02
09:34:28.430;111;17.0;11;0.02
09:34:29.430;110;17.7;10;0.01
09:34:30.430;110;17.7;11;0.01
09:34:31.430;111;18.6;10;0.02
09:34:32.430;113;18.6;9;0.04
09:34:33.430;114;19.5;8;0.02
09:34:34.430;114;19.5;8;0.02
09:34:35.430;114;19.9;8;0.02
09:34:36.430;115;19.9;8;0.02
09:34:37.430;115;20.6;8;0.03
09:34:38.430;112;20.6;10;0.04
09:34:39.430;112;21.2;10;0.04
09:34:40.430;114;21.2;11;0.02
09:34:41.430;114;22.1;10;0.03
09:34:42.430;113;22.1;11;0.03
09:34:43.430;113;22.6;11;0.02
09:34:44.430;114;22.6;11;0.02
09:34:45.430;114;23.0;11;0.02
09:34:46.430;113;23.0;12;0.01
09:34:47.430;113;23.4;12;0.01
09:34:48.430;110;23.4;12;0.01
09:34:49.430;107;23.5;12;0.02
09:34:50.430;105;23.5;12;0.02
09:34:51.430;103;23.5;12;0.02
09:34:52.430;103;23.5;12;0.01
09:34:53.430;104;23.9;11;0.02
09:34:54.430;107;23.9;11;0.03
09:34:55.430;109;24.5;11;0.03
09:34:56.430;112;24.5;12;0.04
09:34:57.430;115;24.4;12;0.02
09:34:58.430;117;24.4;13;0.02
09:34:59.430;115;24.4;13;0.02
09:35:00.430;112;24.4;12;0.02
09:35:01.430;111;24.1;12;0.02
09:35:02.430;111;24.1;12;0.02
09:35:03.430;110;24.4;11;0.03
09:35:04.430;111;24.4;10;0.03
09:35:05.430;111;24.3;10;0.03
09:35:06.430;113;24.3;10;0.03
09:35:07.430;115;24.0;8;0.02
09:35:08.430;115;24.0;10;0.02
09:35:09.430;113;23.7;8;0.02
09:35:10.430;108;23.7;8;0.02
09:35:11.430;106;23.4;8;0.02
09:35:12.430;104;23.4;8;0.02
09:35:13.430;102;23.2;10;0.02
09:35:14.430;105;23.2;10;0.05
09:35:15.430;108;23.0;11;0.03
09:35:16.430;112;23.0;12;0.02
09:35:17.430;115;23.4;11;0.02
09:35:18.430;113;23.4;12;0.01
09:35:19.430;109;23.7;12;0.01
09:35:20.430;103;23.7;12;0.02
09:35:21.430;100;24.1;12;0.03
09:35:22.430;102;24.1;12;0.02
09:35:23.430;106;24.4;12;0.02
09:35:24.430;108;24.4;12;0.02
09:35:25.430;108;24.6;12;0.02
09:35:26.430;107;24.6;12;0.02
09:35:27.430;109;25.1;12;0.02
