Time;HR;BR;Posture;Activity
10:02:54.430;65;8.1;-86;0.12
10:02:55.430;65;8.1;-86;0.10
10:02:56.430;65;7.3;-84;0.10
10:02:57.430;65;7.3;87;0.65
10:02:58.430;65;7.6;86;0.46
10:02:59.430;65;7.6;80;0.24
10:03:00.430;65;7.8;86;0.21
10:03:01.430;0;7.8;86;0.25
10:03:02.430;0;8.0;76;0.37
10:03:03.430;0;8.0;82;0.34
10:03:04.430;0;8.3;83;0.20
10:03:05.430;0;8.3;83;0.22
10:03:06.430;0;8.6;81;0.25
10:03:07.430;0;8.6;75;0.35
10:03:08.430;0;8.8;71;0.29
10:03:09.430;0;8.8;71;0.27
10:03:10.430;0;9.1;72;0.29
10:03:11.430;0;9.1;89;0.60
10:03:12.430;0;9.4;93;0.98
10:03:13.430;0;9.4;102;1.18
10:03:14.430;0;9.6;-93;0.75
10:03:15.430;0;9.6;-92;0.44
10:03:16.430;0;9.9;-91;0.32
10:03:17.430;0;9.9;-90;0.32
10:03:18.430;0;10.1;-92;0.24
10:03:19.430;0;10.1;-91;0.29
10:03:20.430;0;10.4;-91;0.33
10:03:21.430;0;10.4;-91;0.51
10:03:22.430;0;10.6;-92;0.33
10:03:23.430;70;10.6;-84;0.38
10:03:24.430;76;11.0;-58;0.73
10:03:25.430;78;11.0;-26;0.72
10:03:26.430;79;11.3;-8;0.39
10:03:27.430;80;11.3;1;0.20
10:03:28.430;80;11.7;3;0.10
10:03:29.430;80;11.7;4;0.05
10:03:30.430;80;12.1;6;0.03
10:03:31.430;80;12.1;7;0.02
10:03:32.430;80;12.4;7;0.01
10:03:33.430;0;12.4;20;0.81
10:03:34.430;0;12.7;57;0.98
10:03:35.430;0;12.7;-73;0.61
10:03:36.430;0;12.9;-40;0.73
10:03:37.430;0;12.9;-22;0.42
10:03:38.430;0;13.1;-14;0.21
10:03:39.430;0;13.1;-11;0.16
10:03:40.430;0;13.3;-12;0.19
10:03:41.430;0;13.3;-12;0.10
10:03:42.430;0;13.5;-11;0.07
10:03:43.430;0;13.5;-10;0.13
10:03:44.430;60;13.7;-10;0.07
10:03:45.430;63;13.7;-10;0.03
10:03:46.430;59;14.1;-10;0.02
10:03:47.430;62;14.1;-10;0.03
10:03:48.430;65;14.7;-10;0.02
10:03:49.430;67;14.7;-10;0.04
10:03:50.430;68;13.2;-10;0.05
10:03:51.430;68;13.2;-12;0.26
10:03:52.430;68;12.2;-12;0.18
10:03:53.430;68;12.2;-8;0.39
10:03:54.430;70;11.9;-6;0.43
10:03:55.430;71;11.9;-4;0.11
10:03:56.430;71;11.6;-3;0.05
10:03:57.430;72;11.6;-2;0.04
10:03:58.430;72;11.4;-1;0.03
10:03:59.430;72;11.4;-1;0.03
10:04:00.430;72;11.2;-2;0.04
10:04:01.430;72;11.2;2;0.05
10:04:02.430;72;11.0;2;0.05
10:04:03.430;72;11.0;2;0.09
10:04:04.430;72;10.9;2;0.03
10:04:05.430;72;10.9;2;0.03
10:04:06.430;72;9.8;3;0.04
10:04:07.430;72;9.8;3;0.03
10:04:08.430;73;9.1;2;0.03
10:04:09.430;75;9.1;3;0.03
10:04:10.430;76;9.4;2;0.04
10:04:11.430;77;9.4;2;0.04
