Time;HR;BR;Posture;Activity
09:12:55.444;65;8.1;57;0.28
09:12:56.444;65;8.1;-47;0.32
09:12:57.444;65;7.3;-37;0.32
09:12:58.444;65;7.3;21;0.42
09:12:59.444;65;6.6;13;0.22
09:13:00.444;65;6.6;10;0.15
09:13:01.444;65;5.9;8;0.11
09:13:02.444;0;5.9;10;0.08
09:13:03.444;0;5.3;11;0.06
09:13:04.444;0;5.3;10;0.04
09:13:05.444;0;5.8;11;0.17
09:13:06.444;0;5.8;15;0.22
09:13:07.444;60;6.2;19;0.18
09:13:08.444;54;6.2;15;0.20
09:13:09.444;52;6.7;11;0.14
09:13:10.444;51;6.7;8;0.11
09:13:11.444;50;6.3;4;0.11
09:13:12.444;50;6.3;-1;0.12
09:13:13.444;42;6.3;-2;0.06
09:13:14.444;46;6.3;-3;0.06
09:13:15.444;44;6.9;-4;0.06
09:13:16.444;41;6.9;-5;0.06
09:13:17.444;39;7.7;-4;0.08
09:13:18.444;39;7.7;-4;0.09
09:13:19.444;39;9.0;-3;0.14
09:13:20.444;39;9.0;10;0.23
09:13:21.444;40;10.2;11;0.16
09:13:22.444;41;10.2;8;0.07
09:13:23.444;42;11.3;7;0.06
09:13:24.444;42;11.3;4;0.09
09:13:25.444;51;12.3;-5;0.11
09:13:26.444;63;12.3;-8;0.09
09:13:27.444;64;13.4;-10;0.07
09:13:28.444;66;13.4;-12;0.06
09:13:29.444;68;14.8;-11;0.02
09:13:30.444;70;14.8;-12;0.01
09:13:31.444;73;16.0;-11;0.01
09:13:32.444;73;16.0;-11;0.02
09:13:33.444;72;16.8;-11;0.02
09:13:34.444;70;16.8;-10;0.04
09:13:35.444;69;16.9;-8;0.08
09:13:36.444;68;16.9;-7;0.08
09:13:37.444;68;17.0;-5;0.10
09:13:38.444;69;17.0;-4;0.05
09:13:39.444;71;16.5;-4;0.05
09:13:40.444;73;16.5;-5;0.03
09:13:41.444;76;16.7;-6;0.15
09:13:42.444;82;16.7;-2;0.16
09:13:43.444;86;17.1;-2;0.04
09:13:44.444;83;17.1;-4;0.10
09:13:45.444;80;17.5;-2;0.07
09:13:46.444;76;17.5;-3;0.07
09:13:47.444;73;17.8;-4;0.03
09:13:48.444;68;17.8;-5;0.02
09:13:49.444;68;17.8;-6;0.03
09:13:50.444;72;17.8;-7;0.02
09:13:51.444;71;17.8;-7;0.02
09:13:52.444;69;17.8;-7;0.02
09:13:53.444;68;18.2;-7;0.03
09:13:54.444;66;18.2;-7;0.02
09:13:55.444;66;18.4;-7;0.02
09:13:56.444;67;18.4;-7;0.02
09:13:57.444;65;18.7;-7;0.02
09:13:58.444;63;18.7;-7;0.02
09:13:59.444;66;19.2;-7;0.02
09:14:00.444;66;19.2;-8;0.02
09:14:01.444;65;19.4;-8;0.02
09:14:02.444;65;19.4;-7;0.03
09:14:03.444;65;19.5;-7;0.02
09:14:04.444;63;19.5;-7;0.02
09:14:05.444;64;19.7;-7;0.02
09:14:06.444;64;19.7;-7;0.02
09:14:07.444;63;19.8;-6;0.02
09:14:08.444;64;19.8;-6;0.02
09:14:09.444;65;20.2;-6;0.01
09:14:10.444;64;20.2;-7;0.02
09:14:11.444;63;20.3;-7;0.02
09:14:12.444;63;20.3;-7;0.02
09:14:13.444;65;20.4;-7;0.01
09:14:14.444;65;20.4;-6;0.02
09:14:15.444;64;20.4;-6;0.02
09:14:16.444;65;20.4;-7;0.02
09:14:17.444;68;20.5;-6;0.01
09:14:18.444;66;20.5;-6;0.01
09:14:19.444;65;20.2;-6;0.02
09:14:20.444;65;20.2;-8;0.14
09:14:21.444;64;20.0;10;0.11
09:14:22.444;64;20.0;12;0.06
09:14:23.444;65;19.5;13;0.03
09:14:24.444;66;19.5;14;0.02
09:14:25.444;68;19.1;14;0.01
09:14:26.444;70;19.1;14;0.01
09:14:27.444;72;18.4;14;0.02
09:14:28.444;72;18.4;14;0.01
09:14:29.444;70;17.7;14;0.02
09:14:30.444;70;17.7;14;0.01
09:14:31.444;71;17.2;14;0.02
09:14:32.444;70;17.2;13;0.02
09:14:33.444;68;16.7;14;0.02
09:14:34.444;69;16.7;13;0.02
09:14:35.444;72;16.5;8;0.12
09:14:36.444;70;16.5;4;0.07
09:14:37.444;72;16.1;4;0.05
09:14:38.444;72;16.1;4;0.05
09:14:39.444;72;16.0;-4;0.04
09:14:40.444;71;16.0;-3;0.04
09:14:41.444;74;15.6;-4;0.02
09:14:42.444;73;15.6;-3;0.02
09:14:43.444;72;15.5;-3;0.02
09:14:44.444;71;15.5;-3;0.02
09:14:45.444;72;15.8;-3;0.02
09:14:46.444;70;15.8;-2;0.02
09:14:47.444;69;16.0;-2;0.02
09:14:48.444;69;16.0;-2;0.01
09:14:49.444;68;16.2;-2;0.01
09:14:50.444;66;16.2;-2;0.02
09:14:51.444;66;16.4;-2;0.02
09:14:52.444;68;16.4;-2;0.02
09:14:53.444;66;16.5;-2;0.02
09:14:54.444;64;16.5;-1;0.01
09:14:55.444;65;16.4;-1;0.02
09:14:56.444;67;16.4;-1;0.02
09:14:57.444;66;16.5;-1;0.02
09:14:58.444;67;16.5;-1;0.02
09:14:59.444;69;16.7;-2;0.04
09:15:00.444;69;16.7;-3;0.05
09:15:01.444;68;16.8;-5;0.04
09:15:02.444;71;16.8;-5;0.02
09:15:03.444;70;16.9;-5;0.02
09:15:04.444;67;16.9;-6;0.02
09:15:05.444;67;16.7;-6;0.01
09:15:06.444;69;16.7;-5;0.02
09:15:07.444;68;16.8;-5;0.02
09:15:08.444;67;16.8;-5;0.02
09:15:09.444;69;16.7;-5;0.02
09:15:10.444;71;16.7;-6;0.02
09:15:11.444;69;16.8;-6;0.02
09:15:12.444;67;16.8;-7;0.01
09:15:13.444;67;16.6;-6;0.02
09:15:14.444;67;16.6;-6;0.01
09:15:15.444;65;16.8;-6;0.02
09:15:16.444;64;16.8;-6;0.02
09:15:17.444;65;16.6;-6;0.02
09:15:18.444;65;16.6;-6;0.02
09:15:19.444;64;16.4;-6;0.02
09:15:20.444;64;16.4;-6;0.02
09:15:21.444;67;16.6;-6;0.01
09:15:22.444;67;16.6;-6;0.01
09:15:23.444;69;16.4;-6;0.02
09:15:24.444;72;16.4;-6;0.01
09:15:25.444;77;16.3;-7;0.02
09:15:26.444;77;16.3;-6;0.01
09:15:27.444;74;16.2;-6;0.01
09:15:28.444;71;16.2;-6;0.01
09:15:29.444;68;16.4;-6;0.01
09:15:30.444;65;16.4;-6;0.01
09:15:31.444;62;16.2;-6;0.02
09:15:32.444;63;16.2;-6;0.02
09:15:33.444;67;16.4;-7;0.02
09:15:34.444;67;16.4;-7;0.01
09:15:35.444;66;16.3;-7;0.02
09:15:36.444;66;16.3;-7;0.02
09:15:37.444;66;16.4;-7;0.01
09:15:38.444;67;16.4;-7;0.02
09:15:39.444;67;16.6;-7;0.02
09:15:40.444;65;16.6;-7;0.01
09:15:41.444;63;16.4;-6;0.02
09:15:42.444;64;16.4;-6;0.02
09:15:43.444;65;16.6;-6;0.01
09:15:44.444;64;16.6;-6;0.02
09:15:45.444;64;16.7;-7;0.02
09:15:46.444;68;16.7;-7;0.01
09:15:47.444;68;16.8;-7;0.02
09:15:48.444;69;16.8;-7;0.02
09:15:49.444;69;17.0;-7;0.01
09:15:50.444;69;17.0;-7;0.01
09:15:51.444;69;17.1;-7;0.01
09:15:52.444;69;17.1;-6;0.02
09:15:53.444;68;17.1;-6;0.02
09:15:54.444;71;17.1;2;0.12
09:15:55.444;75;17.5;10;0.30
09:15:56.444;75;17.5;12;0.13
09:15:57.444;74;17.6;10;0.08
09:15:58.444;71;17.6;7;0.06
09:15:59.444;69;17.5;6;0.05
09:16:00.444;69;17.5;4;0.05
09:16:01.444;71;17.5;3;0.02
09:16:02.444;75;17.5;4;0.02
09:16:03.444;76;17.5;3;0.02
09:16:04.444;76;17.5;3;0.02
09:16:05.444;77;17.6;3;0.02
09:16:06.444;75;17.6;4;0.02
09:16:07.444;73;16.2;4;0.02
09:16:08.444;71;16.2;4;0.01
09:16:09.444;69;15.1;4;0.02
09:16:10.444;67;15.1;4;0.02
09:16:11.444;64;14.5;4;0.01
09:16:12.444;64;14.5;4;0.02
09:16:13.444;67;14.3;4;0.01
09:16:14.444;67;14.3;4;0.01
09:16:15.444;65;14.4;5;0.02
09:16:16.444;65;14.4;3;0.06
09:16:17.444;67;14.4;-2;0.15
09:16:18.444;68;14.4;-4;0.07
09:16:19.444;67;14.8;-6;0.04
09:16:20.444;68;14.8;-7;0.03
09:16:21.444;69;15.4;-7;0.02
09:16:22.444;68;15.4;-8;0.02
09:16:23.444;66;15.9;-8;0.02
09:16:24.444;69;15.9;-8;0.01
09:16:25.444;67;16.7;-8;0.02
09:16:26.444;64;16.7;-8;0.01
09:16:27.444;65;17.2;-8;0.01
09:16:28.444;66;17.2;-8;0.02
09:16:29.444;66;17.5;-8;0.02
09:16:30.444;65;17.5;-8;0.02
09:16:31.444;66;17.6;-8;0.02
09:16:32.444;68;17.6;-8;0.01
09:16:33.444;68;17.6;-8;0.02
09:16:34.444;67;17.6;-8;0.02
09:16:35.444;68;17.4;-10;0.01
09:16:36.444;68;17.4;-8;0.02
09:16:37.444;68;17.7;-7;0.07
09:16:38.444;68;17.7;-6;0.07
09:16:39.444;70;18.0;-7;0.07
09:16:40.444;70;18.0;-8;0.06
09:16:41.444;71;18.0;-8;0.02
09:16:42.444;72;18.0;-7;0.04
09:16:43.444;73;18.3;-6;0.03
09:16:44.444;79;18.3;-4;0.05
09:16:45.444;80;18.6;-5;0.04
09:16:46.444;80;18.6;-5;0.03
09:16:47.444;78;18.8;-5;0.02
09:16:48.444;79;18.8;-5;0.02
09:16:49.444;78;19.0;-5;0.02
09:16:50.444;75;19.0;-5;0.03
09:16:51.444;73;19.2;-5;0.02
09:16:52.444;73;19.2;-5;0.01
09:16:53.444;75;19.1;-5;0.02
09:16:54.444;76;19.1;-5;0.02
09:16:55.444;74;19.3;-5;0.02
09:16:56.444;73;19.3;-5;0.02
09:16:57.444;73;18.9;-6;0.02
09:16:58.444;74;18.9;-5;0.02
09:16:59.444;74;18.5;-5;0.02
09:17:00.444;74;18.5;-5;0.02
09:17:01.444;73;18.2;-5;0.02
09:17:02.444;74;18.2;-5;0.02
09:17:03.444;75;17.5;-5;0.02
09:17:04.444;73;17.5;-5;0.02
09:17:05.444;72;17.0;-5;0.02
09:17:06.444;71;17.0;-6;0.02
09:17:07.444;71;16.5;-6;0.02
09:17:08.444;70;16.5;-6;0.02
09:17:09.444;68;16.1;-6;0.01
09:17:10.444;67;16.1;-5;0.02
09:17:11.444;69;15.7;-5;0.04
09:17:12.444;70;15.7;-5;0.06
09:17:13.444;72;15.6;-6;0.03
09:17:14.444;75;15.6;-7;0.03
09:17:15.444;75;15.5;-7;0.02
09:17:16.444;74;15.5;-7;0.01
09:17:17.444;75;15.5;-7;0.02
09:17:18.444;74;15.5;-7;0.02
09:17:19.444;72;15.5;-7;0.02
09:17:20.444;70;15.5;-10;0.08
09:17:21.444;71;15.4;-11;0.06
09:17:22.444;72;15.4;-10;0.07
09:17:23.444;72;15.4;-8;0.03
09:17:24.444;73;15.4;-8;0.02
09:17:25.444;77;15.0;-8;0.02
09:17:26.444;78;15.0;-8;0.02
09:17:27.444;76;15.0;-8;0.01
09:17:28.444;71;15.0;-8;0.01
09:17:29.444;70;14.7;-8;0.02
09:17:30.444;69;14.7;-7;0.03
09:17:31.444;70;14.5;-7;0.02
09:17:32.444;70;14.5;-7;0.02
09:17:33.444;69;14.2;-7;0.02
09:17:34.444;68;14.2;-7;0.02
09:17:35.444;67;13.7;-7;0.09
09:17:36.444;67;13.7;-5;0.13
09:17:37.444;69;13.5;-5;0.16
09:17:38.444;72;13.5;-6;0.17
09:17:39.444;75;13.7;-5;0.16
09:17:40.444;79;13.7;-5;0.17
09:17:41.444;82;14.4;-4;0.17
09:17:42.444;83;14.4;-8;0.35
09:17:43.444;84;15.1;-8;0.28
09:17:44.444;85;15.1;2;0.20
09:17:45.444;85;15.6;1;0.16
09:17:46.444;85;15.6;3;0.08
09:17:47.444;85;16.2;3;0.03
09:17:48.444;84;16.2;4;0.11
09:17:49.444;83;16.7;-4;0.11
09:17:50.444;83;16.7;-7;0.13
09:17:51.444;80;17.2;-10;0.06
09:17:52.444;76;17.2;-10;0.05
09:17:53.444;75;17.7;-8;0.05
09:17:54.444;72;17.7;-8;0.04
09:17:55.444;70;16.2;-8;0.04
09:17:56.444;69;16.2;-8;0.04
09:17:57.444;69;15.2;-8;0.03
09:17:58.444;68;15.2;-8;0.02
09:17:59.444;68;14.3;-8;0.02
09:18:00.444;71;14.3;-6;0.08
09:18:01.444;71;13.8;-1;0.16
09:18:02.444;70;13.8;2;0.06
09:18:03.444;69;13.3;3;0.03
09:18:04.444;71;13.3;3;0.05
09:18:05.444;72;13.2;2;0.04
09:18:06.444;71;13.2;-1;0.05
09:18:07.444;71;13.1;-1;0.04
09:18:08.444;70;13.1;-1;0.03
09:18:09.444;71;13.6;-2;0.04
09:18:10.444;72;13.6;-2;0.02
09:18:11.444;71;14.3;-2;0.04
09:18:12.444;71;14.3;1;0.07
09:18:13.444;73;15.6;2;0.07
09:18:14.444;73;15.6;3;0.04
09:18:15.444;71;16.7;4;0.08
09:18:16.444;71;16.7;3;0.14
09:18:17.444;74;17.4;3;0.13
09:18:18.444;78;17.4;-1;0.15
09:18:19.444;79;18.1;-3;0.12
09:18:20.444;81;18.1;-3;0.12
09:18:21.444;81;19.0;-4;0.12
09:18:22.444;81;19.0;-5;0.13
09:18:23.444;80;20.1;-4;0.10
09:18:24.444;78;20.1;-4;0.10
09:18:25.444;77;21.1;-4;0.12
09:18:26.444;76;21.1;-5;0.13
09:18:27.444;76;22.0;-4;0.13
09:18:28.444;77;22.0;-3;0.12
09:18:29.444;77;22.2;-4;0.12
09:18:30.444;76;22.2;-6;0.11
09:18:31.444;76;22.3;-6;0.10
09:18:32.444;73;22.3;-5;0.10
09:18:33.444;73;21.9;-6;0.09
09:18:34.444;73;21.9;-5;0.10
09:18:35.444;71;21.5;-4;0.08
09:18:36.444;71;21.5;-4;0.08
09:18:37.444;71;21.5;-5;0.08
09:18:38.444;71;21.5;-4;0.06
09:18:39.444;72;21.7;-6;0.13
09:18:40.444;72;21.7;-4;0.12
09:18:41.444;72;21.3;2;0.22
09:18:42.444;74;21.3;27;0.64
09:18:43.444;72;21.0;21;0.29
09:18:44.444;70;21.0;10;0.29
09:18:45.444;71;20.7;4;0.13
09:18:46.444;72;20.7;2;0.07
09:18:47.444;73;20.5;1;0.04
09:18:48.444;73;20.5;1;0.06
09:18:49.444;74;20.3;3;0.05
09:18:50.444;74;20.3;2;0.04
09:18:51.444;71;20.2;2;0.06
09:18:52.444;69;20.2;1;0.04
09:18:53.444;71;20.0;1;0.07
09:18:54.444;72;20.0;3;0.11
09:18:55.444;71;19.7;-4;0.14
09:18:56.444;75;19.7;-4;0.09
09:18:57.444;77;18.0;-3;0.11
09:18:58.444;79;18.0;-3;0.12
09:18:59.444;82;16.8;-5;0.12
09:19:00.444;83;16.8;-4;0.11
09:19:01.444;82;16.1;-5;0.09
09:19:02.444;81;16.1;-7;0.08
09:19:03.444;82;15.4;-8;0.07
09:19:04.444;82;15.4;-10;0.05
09:19:05.444;83;14.7;-12;0.03
09:19:06.444;84;14.7;-12;0.02
09:19:07.444;83;14.5;-12;0.01
09:19:08.444;82;14.5;-12;0.01
09:19:09.444;82;14.2;-12;0.01
09:19:10.444;77;14.2;-12;0.02
09:19:11.444;75;14.0;-12;0.02
09:19:12.444;74;14.0;-12;0.01
09:19:13.444;71;14.1;-12;0.01
09:19:14.444;69;14.1;-12;0.01
09:19:15.444;67;14.2;-13;0.02
09:19:16.444;67;14.2;-14;0.03
09:19:17.444;72;14.0;-15;0.02
09:19:18.444;74;14.0;-14;0.01
09:19:19.444;72;13.8;-14;0.01
09:19:20.444;74;13.8;-14;0.01
09:19:21.444;72;13.3;-13;0.01
09:19:22.444;70;13.3;-13;0.01
09:19:23.444;68;12.9;-13;0.01
09:19:24.444;66;12.9;-13;0.01
09:19:25.444;66;12.5;-13;0.01
09:19:26.444;69;12.5;-14;0.02
09:19:27.444;73;12.2;-12;0.10
09:19:28.444;74;12.2;-10;0.09
09:19:29.444;76;11.8;-10;0.12
09:19:30.444;77;11.8;-8;0.12
09:19:31.444;77;11.6;-8;0.11
09:19:32.444;78;11.6;-8;0.09
09:19:33.444;78;11.0;-10;0.08
09:19:34.444;81;11.0;-8;0.08
09:19:35.444;82;10.5;-7;0.12
09:19:36.444;83;10.5;-5;0.10
09:19:37.444;84;10.7;-5;0.04
09:19:38.444;85;10.7;-3;0.09
09:19:39.444;81;10.5;-3;0.03
09:19:40.444;78;10.5;-4;0.07
09:19:41.444;74;10.4;-4;0.07
09:19:42.444;72;10.4;-1;0.12
09:19:43.444;70;10.5;4;0.11
09:19:44.444;68;10.5;6;0.04
09:19:45.444;69;11.0;6;0.04
09:19:46.444;67;11.0;4;0.03
09:19:47.444;69;11.1;8;0.15
09:19:48.444;71;11.1;10;0.08
09:19:49.444;69;11.1;4;0.15
09:19:50.444;69;11.1;2;0.08
09:19:51.444;68;11.2;-2;0.12
09:19:52.444;70;11.2;3;0.14
09:19:53.444;71;11.6;5;0.09
09:19:54.444;72;11.6;8;0.05
09:19:55.444;73;12.2;10;0.05
09:19:56.444;72;12.2;11;0.03
09:19:57.444;73;12.5;11;0.04
09:19:58.444;74;12.5;12;0.11
09:19:59.444;76;12.8;12;0.03
09:20:00.444;79;12.8;11;0.05
09:20:01.444;79;13.0;11;0.04
09:20:02.444;77;13.0;11;0.04
