Time;HR;BR;Posture;Activity
08:51:08.430;65;8.1;-77;0.15
08:51:09.430;65;8.1;-84;0.25
08:51:10.430;65;7.3;89;0.22
08:51:11.430;65;7.3;92;0.16
08:51:12.430;65;6.6;101;0.26
08:51:13.430;65;6.6;98;0.28
08:51:14.430;65;6.9;-100;0.61
08:51:15.430;0;6.9;-84;0.46
08:51:16.430;0;7.2;-79;0.27
08:51:17.430;0;7.2;-73;0.24
08:51:18.430;0;7.5;-69;0.23
08:51:19.430;0;7.5;-72;0.24
08:51:20.430;0;7.8;-78;0.20
08:51:21.430;0;7.8;-80;0.18
08:51:22.430;0;8.1;-85;0.12
08:51:23.430;0;8.1;-90;0.15
08:51:24.430;0;8.3;-100;0.30
08:51:25.430;0;8.3;-99;0.21
08:51:26.430;0;8.5;-92;0.32
08:51:27.430;0;8.5;88;0.28
08:51:28.430;0;8.7;86;0.21
08:51:29.430;0;8.7;-92;0.31
08:51:30.430;0;8.8;93;0.31
08:51:31.430;0;8.8;90;0.34
08:51:32.430;0;9.0;87;0.15
08:51:33.430;0;9.0;86;0.09
08:51:34.430;0;9.1;91;0.25
08:51:35.430;0;9.1;93;0.34
08:51:36.430;0;9.2;94;0.09
08:51:37.430;0;9.2;95;0.05
08:51:38.430;0;9.3;96;0.02
08:51:39.430;0;9.3;96;0.02
08:51:40.430;0;9.4;96;0.02
08:51:41.430;0;9.4;95;0.02
08:51:42.430;0;9.5;95;0.02
08:51:43.430;0;9.5;95;0.02
08:51:44.430;0;9.5;95;0.02
08:51:45.430;0;9.5;95;0.01
08:51:46.430;0;8.6;95;0.02
08:51:47.430;0;8.6;95;0.01
08:51:48.430;0;7.7;95;0.01
08:51:49.430;0;7.7;95;0.01
08:51:50.430;0;6.9;95;0.01
08:51:51.430;0;6.9;95;0.02
08:51:52.430;0;6.2;95;0.01
08:51:53.430;0;6.2;95;0.02
08:51:54.430;0;5.6;95;0.02
08:51:55.430;0;5.6;95;0.01
08:51:56.430;0;5.1;95;0.02
08:51:57.430;0;5.1;95;0.02
08:51:58.430;0;4.6;95;0.02
08:51:59.430;0;4.6;95;0.02
08:52:00.430;0;4.1;95;0.02
08:52:01.430;0;4.1;95;0.02
08:52:02.430;0;3.7;94;0.01
08:52:03.430;0;3.7;94;0.01
08:52:04.430;0;3.3;94;0.02
08:52:05.430;0;3.3;94;0.01
08:52:06.430;0;3.0;94;0.02
08:52:07.430;0;3.0;94;0.02
08:52:08.430;0;2.7;96;0.23
08:52:09.430;0;2.7;101;0.39
08:52:10.430;0;2.4;103;0.18
08:52:11.430;0;2.4;104;0.15
08:52:12.430;0;2.2;-104;0.27
08:52:13.430;0;2.2;-104;0.20
08:52:14.430;0;2.1;-107;0.12
08:52:15.430;0;2.1;-91;0.48
08:52:16.430;0;1.9;-73;0.47
08:52:17.430;0;1.9;-61;0.47
08:52:18.430;73;1.8;69;0.86
08:52:19.430;77;1.8;78;0.52
08:52:20.430;79;1.7;75;0.46
08:52:21.430;79;1.7;62;0.56
08:52:22.430;80;1.7;46;0.55
08:52:23.430;80;1.7;44;0.35
08:52:24.430;82;1.7;44;0.42
08:52:25.430;89;1.7;45;0.31
08:52:26.430;92;1.7;-50;0.36
08:52:27.430;94;1.7;-57;0.30
08:52:28.430;94;1.7;-62;0.31
08:52:29.430;95;1.7;-61;0.30
08:52:30.430;96;1.7;-65;0.33
08:52:31.430;96;1.7;-66;0.38
08:52:32.430;96;1.8;-69;0.33
08:52:33.430;96;1.8;-68;0.39
08:52:34.430;96;1.8;-72;0.36
08:52:35.430;96;1.8;-73;0.27
08:52:36.430;94;1.8;-72;0.36
08:52:37.430;93;1.8;-71;0.39
08:52:38.430;92;1.9;-71;0.39
08:52:39.430;91;1.9;-73;0.63
08:52:40.430;91;1.9;-76;0.63
08:52:41.430;91;1.9;-79;0.38
08:52:42.430;91;2.2;-82;0.30
08:52:43.430;91;2.2;-82;0.22
08:52:44.430;91;2.4;-83;0.26
08:52:45.430;91;2.4;-83;0.20
08:52:46.430;91;2.7;-83;0.16
08:52:47.430;91;2.7;-81;0.18
08:52:48.430;91;3.0;-80;0.21
08:52:49.430;90;3.0;-86;0.45
08:52:50.430;91;3.2;-86;0.47
08:52:51.430;91;3.2;-87;0.52
08:52:52.430;91;3.4;-71;0.82
08:52:53.430;90;3.4;-43;0.75
08:52:54.430;90;3.6;-17;0.54
08:52:55.430;90;3.6;-7;0.26
08:52:56.430;90;3.8;-3;0.11
08:52:57.430;90;3.8;-1;0.06
08:52:58.430;90;4.0;-2;0.08
08:52:59.430;90;4.0;-2;0.04
08:53:00.430;90;4.1;-2;0.10
08:53:01.430;90;4.1;-5;0.27
08:53:02.430;90;4.3;10;0.25
08:53:03.430;0;4.3;-8;0.10
08:53:04.430;67;4.5;-6;0.12
08:53:05.430;83;4.5;-5;0.09
08:53:06.430;91;4.8;-5;0.04
08:53:07.430;95;4.8;-6;0.05
08:53:08.430;96;4.3;-6;0.05
08:53:09.430;97;4.3;-6;0.04
08:53:10.430;97;4.2;-5;0.03
08:53:11.430;97;4.2;-4;0.06
08:53:12.430;97;4.4;-2;0.08
08:53:13.430;97;4.4;-4;0.12
08:53:14.430;97;4.5;-6;0.06
08:53:15.430;97;4.5;-7;0.09
08:53:16.430;98;5.0;-4;0.22
08:53:17.430;98;5.0;-6;0.15
08:53:18.430;98;5.4;-8;0.18
08:53:19.430;98;5.4;-10;0.14
08:53:20.430;98;5.7;-8;0.14
08:53:21.430;97;5.7;-7;0.14
08:53:22.430;97;6.3;-5;0.05
08:53:23.430;91;6.3;-5;0.11
08:53:24.430;86;7.2;-4;0.11
08:53:25.430;86;7.2;-2;0.09
08:53:26.430;88;8.0;-4;0.11
08:53:27.430;93;8.0;-8;0.13
08:53:28.430;96;9.3;-5;0.15
08:53:29.430;98;9.3;-6;0.09
08:53:30.430;100;10.1;-8;0.12
08:53:31.430;111;10.1;8;0.09
08:53:32.430;116;10.6;-4;0.10
