Time;HR;BR;Posture;Activity
09:35:24.424;65;8.1;-86;0.62
09:35:25.424;65;8.1;-69;0.85
09:35:26.424;65;7.3;-50;0.52
09:35:27.424;65;7.3;-31;0.50
09:35:28.424;65;6.6;-27;0.94
09:35:29.424;65;6.6;-40;0.55
09:35:30.424;65;5.9;-48;0.29
09:35:31.424;0;5.9;-52;0.18
09:35:32.424;0;6.3;-55;0.13
09:35:33.424;0;6.3;-59;0.19
09:35:34.424;0;6.7;-61;0.27
09:35:35.424;0;6.7;-66;0.23
09:35:36.424;0;7.0;-68;0.24
09:35:37.424;0;7.0;-69;0.20
09:35:38.424;0;7.3;-68;0.23
09:35:39.424;0;7.3;-69;0.30
09:35:40.424;0;7.6;-63;0.27
09:35:41.424;0;7.6;-63;0.29
09:35:42.424;0;7.8;-63;0.35
09:35:43.424;0;7.8;-63;0.19
09:35:44.424;0;8.0;-63;0.12
09:35:45.424;0;8.0;-63;0.25
09:35:46.424;0;8.0;-63;0.43
09:35:47.424;0;8.0;-47;1.04
09:35:48.424;0;8.0;-75;0.90
09:35:49.424;0;8.0;-50;0.69
09:35:50.424;0;8.0;-10;0.83
09:35:51.424;0;8.0;-28;0.73
09:35:52.424;0;8.0;-6;0.99
09:35:53.424;0;8.0;-21;0.75
09:35:54.424;0;8.0;-3;0.57
09:35:55.424;0;8.0;-8;0.48
09:35:56.424;0;7.8;-11;0.38
09:35:57.424;0;7.8;-20;0.49
09:35:58.424;0;7.7;-47;0.80
09:35:59.424;0;7.7;-50;0.45
09:36:00.424;0;7.6;-37;0.79
09:36:01.424;0;7.6;-52;0.58
09:36:02.424;0;7.6;-37;0.70
09:36:03.424;0;7.6;-22;0.86
09:36:04.424;0;7.6;-53;0.78
09:36:05.424;0;7.6;-69;0.49
09:36:06.424;0;7.6;-72;0.45
09:36:07.424;0;7.6;-73;0.45
09:36:08.424;0;7.6;-79;0.31
09:36:09.424;0;7.6;-79;0.58
09:36:10.424;0;7.6;-75;0.64
09:36:11.424;0;7.6;-78;0.57
09:36:12.424;0;7.6;-76;0.64
09:36:13.424;0;7.6;-73;0.56
09:36:14.424;73;7.6;-60;0.67
09:36:15.424;77;7.6;-48;0.45
09:36:16.424;79;7.8;-35;0.43
09:36:17.424;79;7.8;-24;0.40
09:36:18.424;80;7.9;-21;0.25
09:36:19.424;80;7.9;-20;0.43
09:36:20.424;80;8.4;-4;0.42
09:36:21.424;80;8.4;3;0.21
09:36:22.424;80;8.8;-4;0.08
09:36:23.424;80;8.8;-4;0.12
09:36:24.424;0;9.2;-6;0.24
09:36:25.424;0;9.2;-8;0.23
09:36:26.424;0;9.3;-11;0.13
09:36:27.424;0;9.3;-21;0.33
09:36:28.424;0;9.5;-51;0.92
09:36:29.424;0;9.5;-55;0.81
09:36:30.424;0;9.7;-30;0.58
09:36:31.424;57;9.7;-17;0.31
09:36:32.424;71;9.9;-11;0.16
09:36:33.424;84;9.9;-9;0.07
09:36:34.424;90;10.1;-8;0.03
09:36:35.424;93;10.1;-9;0.02
09:36:36.424;94;10.2;-7;0.07
09:36:37.424;94;10.2;-7;0.13
09:36:38.424;95;10.2;-7;0.19
09:36:39.424;95;10.2;-4;0.25
09:36:40.424;95;10.3;-6;0.18
09:36:41.424;94;10.3;-8;0.20
09:36:42.424;94;10.4;-12;0.20
09:36:43.424;94;10.4;-14;0.13
09:36:44.424;94;9.7;-7;0.29
09:36:45.424;95;9.7;-4;0.22
09:36:46.424;95;9.0;-3;0.08
09:36:47.424;95;9.0;4;0.09
09:36:48.424;95;8.4;6;0.09
09:36:49.424;95;8.4;6;0.26
09:36:50.424;94;8.2;4;0.31
09:36:51.424;94;8.2;3;0.08
09:36:52.424;94;8.3;4;0.11
09:36:53.424;94;8.3;1;0.15
09:36:54.424;94;8.4;-1;0.11
09:36:55.424;94;8.4;-2;0.04
09:36:56.424;94;8.5;-3;0.07
09:36:57.424;94;8.5;-4;0.08
09:36:58.424;94;8.6;-4;0.12
09:36:59.424;95;8.6;-2;0.21
09:37:00.424;104;8.8;-3;0.14
09:37:01.424;108;8.8;-2;0.13
09:37:02.424;106;7.9;-3;0.05
09:37:03.424;106;7.9;-3;0.05
09:37:04.424;103;7.4;-2;0.04
09:37:05.424;101;7.4;-2;0.06
09:37:06.424;100;7.3;-3;0.10
09:37:07.424;104;7.3;-4;0.08
09:37:08.424;105;7.5;-5;0.05
09:37:09.424;107;7.5;-7;0.05
09:37:10.424;108;7.6;-7;0.05
09:37:11.424;108;7.6;-8;0.04
09:37:12.424;106;7.8;-8;0.03
09:37:13.424;103;7.8;-8;0.04
09:37:14.424;102;7.9;-7;0.05
09:37:15.424;102;7.9;-4;0.10
09:37:16.424;103;8.3;-2;0.08
09:37:17.424;106;8.3;-2;0.07
09:37:18.424;108;8.7;-2;0.06
09:37:19.424;109;8.7;-2;0.05
09:37:20.424;110;9.0;-4;0.07
09:37:21.424;111;9.0;-1;0.07
09:37:22.424;112;9.3;-2;0.05
09:37:23.424;112;9.3;-2;0.05
09:37:24.424;110;9.3;-4;0.06
09:37:25.424;107;9.3;-5;0.06
09:37:26.424;101;9.2;-6;0.04
09:37:27.424;98;9.2;-5;0.04
09:37:28.424;95;9.2;-3;0.06
09:37:29.424;95;9.2;4;0.17
09:37:30.424;95;9.5;7;0.12
09:37:31.424;95;9.5;3;0.16
09:37:32.424;96;9.7;4;0.17
09:37:33.424;98;9.7;-1;0.21
09:37:34.424;99;10.3;-3;0.24
09:37:35.424;100;10.3;-4;0.22
09:37:36.424;100;10.4;3;0.25
09:37:37.424;100;10.4;-2;0.22
09:37:38.424;100;11.2;-1;0.27
09:37:39.424;101;11.2;-1;0.20
09:37:40.424;101;11.9;-3;0.19
09:37:41.424;101;11.9;-2;0.25
09:37:42.424;100;12.8;-1;0.26
09:37:43.424;100;12.8;-2;0.24
09:37:44.424;101;13.6;-5;0.19
09:37:45.424;101;13.6;-3;0.20
09:37:46.424;102;14.3;-3;0.22
09:37:47.424;102;14.3;-4;0.22
09:37:48.424;102;14.7;-2;0.23
09:37:49.424;102;14.7;-1;0.24
