Time;HR;BR;Posture;Activity
09:18:10.427;65;8.1;100;0.81
09:18:11.427;65;8.1;125;0.72
09:18:12.427;65;7.3;137;0.39
09:18:13.427;65;7.3;142;0.40
09:18:14.427;65;6.6;135;0.29
09:18:15.427;65;6.6;138;0.45
09:18:16.427;65;6.9;154;0.86
09:18:17.427;0;6.9;161;0.39
09:18:18.427;0;7.2;166;0.40
09:18:19.427;0;7.2;-166;0.44
09:18:20.427;0;7.6;155;0.65
09:18:21.427;57;7.6;173;0.60
09:18:22.427;53;8.0;171;0.43
09:18:23.427;51;8.0;175;0.44
09:18:24.427;51;8.3;172;0.18
09:18:25.427;50;8.3;168;0.12
09:18:26.427;50;8.7;166;0.07
09:18:27.427;50;8.7;165;0.12
09:18:28.427;50;9.0;166;0.11
09:18:29.427;50;9.0;166;0.03
09:18:30.427;50;9.3;166;0.03
09:18:31.427;0;9.3;166;0.03
09:18:32.427;0;9.6;166;0.04
09:18:33.427;0;9.6;167;0.03
09:18:34.427;60;9.9;166;0.04
09:18:35.427;64;9.9;167;0.10
09:18:36.427;73;9.2;167;0.04
09:18:37.427;77;9.2;169;0.06
09:18:38.427;70;8.9;-169;0.06
09:18:39.427;67;8.9;-170;0.10
09:18:40.427;66;8.9;-170;0.17
09:18:41.427;65;8.9;-174;0.20
09:18:42.427;65;9.5;-175;0.11
09:18:43.427;65;9.5;-172;0.11
09:18:44.427;65;10.7;-170;0.09
09:18:45.427;64;10.7;-170;0.08
09:18:46.427;64;11.7;-169;0.04
09:18:47.427;64;11.7;-167;0.09
09:18:48.427;64;13.2;-165;0.06
09:18:49.427;64;13.2;-165;0.04
09:18:50.427;64;14.6;-168;0.09
09:18:51.427;64;14.6;-168;0.04
09:18:52.427;64;15.8;-172;0.17
09:18:53.427;64;15.8;-173;0.16
09:18:54.427;64;17.5;-172;0.16
09:18:55.427;64;17.5;172;0.19
09:18:56.427;64;19.4;-173;0.18
09:18:57.427;64;19.4;-172;0.15
09:18:58.427;64;21.0;-172;0.05
09:18:59.427;65;21.0;-170;0.02
09:19:00.427;66;22.2;-172;0.03
09:19:01.427;71;22.2;-173;0.03
09:19:02.427;76;23.0;-173;0.02
